roomID,room_name,city,location,latitude,longitude,accomodation_type,min_price,rating,general_review,total_review_num,image_link,img_link_2,img_link_3,img_link_4,img_link_5
50211,제천 퀸,충북,충북 제천시 중앙로2가 80-8,37.139905999999996,128.2133538,기타,20000,8.4,만족해요,60,//image.goodchoice.kr/resize_490x348/adimg_new/50211/138818/8b8a63d1c72d69961618fd5bd6683173.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50211/138818/8b8a63d1c72d69961618fd5bd6683173.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50211/300930/11a019c7b497c4606c986ef62477eccd.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50211/138813/d3a84a1c47510b1e34ab08653bbbd0ff.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50211/300933/59ef8ceaed4dcd1dba9f19b1a618f532.jpg
50212,씨아일랜드,경북,경북 영덕군 강구면 삼사리 629-2,36.3403365,129.3817174,기타, ,9.1,추천해요,31,//image.goodchoice.kr/resize_490x348/affiliate/2020/12/21/19/duke1909_VEcMy64I_01_NIN_1735_1_BAB9BBE7.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/12/21/19/duke1909_VEcMy64I_01_NIN_1735_1_BAB9BBE7.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/12/21/19/duke1909_o0sGRHF1_01_NIN_1598_2_BAB9BBE7.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/12/21/19/duke1909_p0QD4g9y_2032C3032C4032C503_28129.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/12/21/19/duke1909_bea45g8Z_01_NIN_1674_1_BAB9BBE7.jpg
50213,해든펜션,제주,제주특별자치도 서귀포시 성산읍 성산리 145-1,33.461414500000004,126.93326909999999,펜션,107000, , ,,//image.goodchoice.kr/resize_490x348/affiliate/2018/02/01/5a72d35190714.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/02/01/5a72d35190714.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/08/08/5b6ab060588a4.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/08/08/5b6ab063c5f75.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/08/08/5b6ab068dc4ee.jpg
50214,신갈 큐,경기,경기 용인시 기흥구 신갈동 50-16,37.2736904,127.10900120000001,기타,20000,8.2,만족해요,47,//image.goodchoice.kr/resize_490x348/adimg_new/50214/139619/a34e3122d7373aa79df7ce7dc5c71822.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50214/139619/a34e3122d7373aa79df7ce7dc5c71822.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50214/139619/822d4dc1d829957d65220417cb30d4b5.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50214/7990/c22d7bf7ce5bb9717d8ac7f42563d1ed.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50214/7990/72f31a6be17d9f390fb022a97bb5346c.jpg
50216,양구 개구리펜션,강원,강원 양구군 동면 팔랑리 375,38.20979519999999,128.0741406,펜션,80000,9.7,최고예요,12,//image.goodchoice.kr/resize_490x348/affiliate/2019/10/22/5daed7d3f159c.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/10/22/5daed7d3f159c.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/10/22/5daed78d5b973.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/10/22/5daed8084c583.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/10/22/5daed808c8b51.jpg
50217,순천 HOTEL The B,전남,전남 순천시 풍덕동 1266-3,34.944217200000004,127.49559599999999,호텔,18000,9.6,최고예요,1532,//image.goodchoice.kr/resize_490x348/adimg_new/50217/332222/3f3632400f91fcf447fe9946619a8979.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50217/332222/3f3632400f91fcf447fe9946619a8979.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50217/138352/b18e6d0d77b6f32d6deb43cad1f963b2.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50217/332223/fd3f6cf8d14a7d2cb0b82cb5d85804bc.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50217/185716/bc5c7180b98d30e27ee735e71ef28579.jpg
50218,일루아펜션,경남,경남 통영시 용남면 장평리 672-3,34.8835279,128.466266,펜션, ,9.8,최고예요,3,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/19/01/599168486_IQsLOkVY_illua_e_1.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/19/01/599168486_IQsLOkVY_illua_e_1.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/19/01/599168486_eqHaz9SI_illua_r2_1.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/19/01/599168486_1MXpNWSq_illua_r2_2.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/19/01/599168486_35e0g7Cx_illua_r2_5.jpg
50219,파라다이스거제(해안),경남,경남 거제시 장목면 외포리 715,34.9471828,128.71588359999998,기타,80000,9.5,추천해요,2,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/19/01/1891148722_8Qfvz50D_1_r.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/19/01/1891148722_8Qfvz50D_1_r.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/19/01/1891148722_va7IX6gj_1_r.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/19/01/1891148722_q9mbiH3G_5_r.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/19/01/1891148722_LONZeupE_6_r.jpg
50220,파라다이스거제(바다),경남,경남 거제시 장목면 외포리 715,34.9471828,128.71588359999998,기타,80000,8.3,만족해요,16,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/19/01/1891148722_nXeMxJ28_1_r.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/19/01/1891148722_nXeMxJ28_1_r.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/19/01/1891148722_mF7NwA4z_1_r.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/19/01/1891148722_HSZq4629_5_r.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/19/01/1891148722_ElQGJvCc_6_r.jpg
50221,광안리 더 엠,부산,부산 수영구 민락동 181-150,35.1553123,129.12481129999998,기타,19000,9.5,추천해요,1341,//image.goodchoice.kr/resize_490x348/adimg_new/50221/138280/e2f44126f7ad069f09e062ebebc498b1.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50221/138280/e2f44126f7ad069f09e062ebebc498b1.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50221/275717/f5e6cf8be6d73f9dbcd057cff7e8f592.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50221/138280/4bdd86a9284ed562570c042dd6e15ea5.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50221/158019/58cf4e0b6d979816aeaad9e4db6ffea0.jpg
50222,송정 브라운도트,부산,부산 해운대구 송정동 422-13,35.178752200000005,129.19735690000002,기타,25000,9.4,추천해요,187,//image.goodchoice.kr/resize_490x348/adimg_new/50222/138467/f0bac6e32c4e952b8bdd420fbaff88dd.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50222/138467/f0bac6e32c4e952b8bdd420fbaff88dd.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50222/138464/28683d97edca5e25ac83071bc0493149.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50222/220524/a2d6eb31441bc9d44b52add6eacef83a.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50222/138465/3b7b043a7e08ea483e6f61e96588dce6.jpg
50233,음성 스카이,충북,충북 음성군 음성읍 한벌리 690-2,36.9457534,127.7023038,기타,40000,9.7,최고예요,98,//image.goodchoice.kr/resize_490x348/adimg_new/50233/138354/f2e5ef8716775632228632dc7c75e1a3.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50233/138354/f2e5ef8716775632228632dc7c75e1a3.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50233/138354/b663e990cd0eb5263a1b13eca0100ff6.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50233/7947/00ed3ee1d56fa4be52747c9b4fbe7f63.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50233/7947/d8411c0fab871660deb9d5d52d4a58a6.jpg
50237,부산 클럽호텔,부산,부산 해운대구 우동 644-4,35.16075670000001,129.1567794,호텔,33000,7.4,만족해요,265,//image.goodchoice.kr/resize_490x348/affiliate/2019/05/31/5cf0d05924a69.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/05/31/5cf0d05924a69.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/26/5a6ad77797b30.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/26/5a6ad8889bc3b.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/26/5a6ad93bb0ba2.jpg
50239,제주 더스테이센추리호텔,제주,제주특별자치도 제주시 애월읍 하귀1리 544-2,33.4848333,126.4091111,호텔, ,9.1,추천해요,69,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/30/5a6fb7e55dc81.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/30/5a6fb7e55dc81.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/30/5a6fb6ac83978.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/30/5a6fb6aa6f1d7.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/30/5a6fb6ff1b8ff.jpg
50240,진주 성중,경남,경남 진주시 칠암동 513-7,35.1830432,128.08998929999998,기타,30000,9.1,추천해요,194,//image.goodchoice.kr/resize_490x348/adimg_new/50240/138768/6b5a8af01151b057e55d53aac27126d4.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50240/138768/6b5a8af01151b057e55d53aac27126d4.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50240/278680/3f8f03e52dee48b59a08b5a856ccd806.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50240/138767/9c8ba5a72d18e1021f19775ec6e3b308.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50240/138768/34b1a0fb36daf5dd06c3630d197891bb.jpg
50242,용원 젠 호텔,경남,경남 창원시 진해구 용원동 1216-5,35.10055870000001,128.813578,호텔,20000,9.6,최고예요,289,//image.goodchoice.kr/resize_490x348/adimg_new/50242/139009/08839e6c5e89d3c159bfc54a1cebb990.JPG,//image.goodchoice.kr/resize_490x348/adimg_new/50242/139009/08839e6c5e89d3c159bfc54a1cebb990.JPG,//image.goodchoice.kr/resize_490x348/adimg_new/50242/354441/a5f7fafa7521ef7072b31cd14a7193e6.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50242/139009/2f49aacf3a9bc1f4bfc9b765c6b2281a.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50242/139010/ed8e5e5699f35a6f2d53e0572f7f9183.jpg
50243,쁠라야,경남,경남 남해군 상주면 상주리 1276-3,34.720991299999994,127.98477659999999,기타,85000,9.4,추천해요,23,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/22/04/1516259851_mainImg_4.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/22/04/1516259851_mainImg_4.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/22/04/1516261666_rfImg_0.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/22/04/1516261666_rfImg_3.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/22/04/1516261666_rfImg_4.jpg
50245,광명 램파트,경기,경기 광명시 하안동 301-1,37.4587696,126.8739143,기타,25000,9.5,추천해요,334,//image.goodchoice.kr/resize_490x348/adimg_new/50245/139855/32d4088a61244aaf2d25c22f49171227.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50245/139855/32d4088a61244aaf2d25c22f49171227.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50245/139855/203e74364277dd20baae6fa015c28c75.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50245/8001/298071fc634732a747bceac16c232e4f.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50245/8001/145265b7c1a249b3ebf9b90b5214f0ca.jpg
50247,제주웨스트펜션,제주,제주특별자치도 제주시 한경면 용수리 3653-4,33.334514299999995,126.1731804,펜션,220000, , ,,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/17/0af8b8206f2547c1ad06d00c720cb6f4.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/17/0af8b8206f2547c1ad06d00c720cb6f4.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/17/f67a0e79d51644f1abf0c95a66f4b84d.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/17/fd2cc33c66fe461d81103899264280c4.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/17/0af8b8206f2547c1ad06d00c720cb6f4.jpg
50248,숲속의공주펜션,경기,경기 가평군 가평읍 복장리 250-1,37.7393455,127.5049298,펜션,80000,8.9,만족해요,4,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/20/12/023e1a5f041a49639bc91841212e1cff.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/20/12/023e1a5f041a49639bc91841212e1cff.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/06/12/06/e1577280e730414fb600a316447cd501.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/06/12/06/7909f4de84d447b1979045fcd854961a.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/06/12/06/a1d01bc81ffb472192682db9d791b8cf.jpg
50249,일광 라고마르펜션,부산,부산 기장군 일광면 학리 269-1,35.25891170000001,129.2434278,펜션,97900,9.3,추천해요,43,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/17/42f71a27edc94b4b9eb404b7aebebf5b.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/17/42f71a27edc94b4b9eb404b7aebebf5b.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/17/64cdcbab174a4c129f44d1164bda87ad.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/17/ea9951f3187e4250bd19f7eead7d4c03.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/17/1caceda2fbde4c13bea431cc1ff561f8.jpg
50250,강릉 힐링연펜션A동,강원,강원 강릉시 연곡면 영진리 141,37.8694633,128.8400733,펜션, ,9.9,최고예요,65,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/20/12/01e219787a504cc591beb54e355cfa18.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/20/12/01e219787a504cc591beb54e355cfa18.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/08/01/04/571f9e219f9c419ab840203d76829539.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/08/01/04/815c66ac224c4862b30d884db659835f.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/08/01/04/1e294d7e827d4cb18ee2b0bd85509303.jpg
50251,춘천 수하늘 펜션,강원,강원 춘천시 남면 가정리 750-1,37.7358757,127.5652662,펜션, ,8.3,만족해요,1,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/31/5a7114903ddff.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/31/5a7114903ddff.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/31/5a71195c6e49c.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/23/5a66e153273b3.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/31/5a711960e8b4e.jpg
50253,하바나 리조트,제주,제주특별자치도 제주시 구좌읍 하도리 2999-1,33.5280857,126.87376299999998,리조트,59000,8.5,만족해요,160,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/23/5a669ced7ea65.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/23/5a669ced7ea65.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/23/5a669d37d38d7.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/23/5a669da45b23f.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/23/5a669dc06c6d8.jpg
50255,신갈 엘레강스,경기,경기 용인시 기흥구 신갈동 52-7,37.27388320000001,127.1084092,기타,20000,8.1,만족해요,116,//image.goodchoice.kr/resize_490x348/adimg_new/50255/139260/beb307e8c640fe24afde2cc106b5ac6b.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50255/139260/beb307e8c640fe24afde2cc106b5ac6b.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50255/139260/96ff82447c6bd10cd47145b76aacd75f.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50255/139261/e17455800a1d0ec291c79bee02e6932b.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50255/139262/a34e96f1b62c8dbdbe0a1a3df5f2165f.jpg
50256,맑은물펜션,경기,경기 포천시 영북면 산정리 413,38.0862659,127.3199213,펜션,40000,8.6,만족해요,6,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/17/b661e0cb7332437b8b9842782f1d9064.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/17/b661e0cb7332437b8b9842782f1d9064.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/17/74f76f27b00346a88c0b9ebada211df4.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/17/44ff7a55ff964d3088345a7980f24e71.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/17/a3d379d2b6a64fa087dc6f478d5c52c5.jpg
50257,전망좋은집펜션,강원,강원 속초시 대포동 517-6,38.1799049,128.6060002,펜션,50000,8.6,만족해요,33,//image.goodchoice.kr/resize_490x348/affiliate/2020/07/03/09/49da640449ed486c95c2e360f48229fd.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/07/03/09/49da640449ed486c95c2e360f48229fd.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/07/03/09/3f4374c3f9574d3d9ea171c876bf8f6d.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/07/03/09/5e3c59529ad74afd8aa286abc6a6e2c0.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/07/03/09/95e3493cddf2499f98a02f0a9fdcf149.jpg
50258,태백 썬,강원,강원 태백시 황지동 264-32,37.1756463,128.9890601,기타,30000,9.2,추천해요,42,//image.goodchoice.kr/resize_490x348/adimg_new/50258/140006/55c154f98b9360af6e3112edd5defdb5.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50258/140006/55c154f98b9360af6e3112edd5defdb5.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50258/140006/0dab0f4a70f29e52546bd7fbbbe376f3.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50258/140007/cd5e60dd8f49cbc921aa5d23e0596112.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50258/140008/f750d53232ff8381b7e3a34f92200afd.jpg
50259,토끼네펜션,제주,제주특별자치도 제주시 조천읍 함덕리 288-31,33.534147,126.6737869,펜션,340000,10.0,최고예요,2,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/17/31b6a77f9d334d03a97f238060e34b0f.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/17/31b6a77f9d334d03a97f238060e34b0f.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/17/27ff602be7b74ac8b8ab8c4302e631ea.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/17/af33c6cc65ae40798ac0e8a286f79d1b.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/17/9983ad5f85ba40299f25ad93d1bc3d5e.jpg
50261,안양 루,경기,경기 안양시 만안구 안양동 16-1,37.4162521,126.9164532,기타,20000,9.0,추천해요,403,//image.goodchoice.kr/resize_490x348/adimg_new/50261/140801/66b4b2a51cf551de7bf4436353ba1973.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50261/140801/66b4b2a51cf551de7bf4436353ba1973.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50261/140801/8963ee91e2f4646d45d6281d26207748.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50261/8044/97df5649f67bbfbeb786744df485e71d.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50261/8044/d700fea171d2ab56ca0ad32e97f29eca.jpg
50263,신천 NU,서울,서울 송파구 잠실동 179-1,37.51093669999999,127.08086170000001,기타,30000,8.7,만족해요,769,//image.goodchoice.kr/resize_490x348/adimg_new/50263/262041/8984eb9a0456af0ec0ed62807f63d278.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50263/262041/8984eb9a0456af0ec0ed62807f63d278.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50263/261232/29e35aa73b5092f9712bdb5548024f5d.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50263/285771/6bfc66cb8c5e47f3918ce6316bca33db.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50263/277959/1abe669dc1bfd2bdb93c73ed54ead4e0.jpg
50264,동두천 빅토리아모텔,경기,경기 동두천시 생연동 823-156,37.90377210000001,127.0515291,모텔,20000,8.4,만족해요,30,//image.goodchoice.kr/resize_490x348/adimg_new/50264/139713/4ef250f99c80ee3cf256e4ae38c06cd3.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50264/139713/4ef250f99c80ee3cf256e4ae38c06cd3.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50264/139713/dd4ac9b48103b1b55103677b68ef4a3e.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50264/139714/51de14bc467446262b34e58fd3248608.jpg,//image.goodchoice.kr/resize_490x348/adimg_new/50264/165961/35c119a815f8400c066401860299cf67.jpg
50267,양양 해오름 펜션,강원,강원 양양군 현남면 남애리 180-13,37.9340716,128.7890646,펜션,50000,7.9,만족해요,18,//image.goodchoice.kr/resize_490x348/affiliate/2019/06/17/5d074d8a069f9.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/06/17/5d074d8a069f9.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/06/17/5d06f2db54330.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/06/17/5d06f2d93b316.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/06/17/5d06f2da3d0b0.jpg
50269,제주 성산 일해펜션,제주,제주특별자치도 서귀포시 성산읍 신산리 64-9,33.3888762,126.88957590000001,펜션, ,9.8,최고예요,24,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/26/12/1603682283407lFb4jr003VjaKYrwA7n.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/26/12/1603682283407lFb4jr003VjaKYrwA7n.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/07/07/04/771f732698c24d1ca4c816d88291ff2b.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/07/08/01/371d2bb1b1724071824491a2e60700ee.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/07/08/01/516a65f751ca4f7e9e9fc2dfb84205e4.jpg
50272,성지도예 나무랑펜션,제주,제주특별자치도 서귀포시 표선면 성읍리 2888-1,33.4115161,126.7745382,펜션,60000,10.0,최고예요,1,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/16/4ff6b1bcefe14db88366f0c3947a7da3.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/16/4ff6b1bcefe14db88366f0c3947a7da3.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/16/1b41b6625e3149dc82ad78c6bc70e3d2.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/16/1c1f8042aa5149028f635e58d9d9836c.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/16/67138fc2e14341e09dd29b871c7dd2b8.jpg
50277,더달달애펜션,강원,강원 춘천시 남산면 서천리 653-7,37.8327302,127.53047179999999,펜션,69000,9.4,추천해요,64,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/16/ba1ee9ae02bb4abe8f51c00e465ffdf9.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/16/ba1ee9ae02bb4abe8f51c00e465ffdf9.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/16/b694fa77b14343efbdc6d6589bad9b16.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/16/598be5bfdcd749e29cec71945b8be46f.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/10/13/16/29f3c1db01374d74ab43ac2e37eda14c.jpg
50278,영흥도해송펜션,인천,인천 옹진군 영흥면 내리 1665-16,37.274657,126.45288300000001,펜션,80000, , ,,//image.goodchoice.kr/resize_490x348/affiliate/2020/11/16/18/0afe8eeaf3dc4fe89477cb1085791370.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/11/16/18/0afe8eeaf3dc4fe89477cb1085791370.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/11/16/18/c15d3709d0534ba7a78f5bb56e5db92f.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/11/16/18/d2341b0a0a154565af3c7eff2f3bc1b4.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2020/11/16/18/3e2cda76c127459ca8023ff04cdb1a0d.jpg
50280,안면도 데미안제트스파펜션,충남,충남 태안군 안면읍 창기리 1356,36.570764600000004,126.32392209999999,펜션, ,9.1,추천해요,67,//image.goodchoice.kr/resize_490x348/affiliate/2019/09/17/5d8089cd90ab0.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/09/17/5d8089cd90ab0.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/25/5a69251c92644.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/25/5a69251e34c17.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/25/5a692516dfa6e.jpg
50283,바닷가에서 펜션,인천,인천 옹진군 영흥면 선재리 390-32,37.2375145,126.52530279999999,펜션,200000,9.2,추천해요,11,//image.goodchoice.kr/resize_490x348/affiliate/2019/03/22/5c948bbb53bd8.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/03/22/5c948bbb53bd8.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/03/22/5c948bbca0949.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/24/5a684a9173f26.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/01/24/5a684a96d7609.jpg
50285,공주 구수동펜션,충남,충남 공주시 유구읍 구계리 152-1,36.5864154,126.985785,펜션, ,9.0,추천해요,9,//image.goodchoice.kr/resize_490x348/affiliate/2018/02/05/5a77d96d8ab53.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/02/05/5a77d96d8ab53.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/02/05/5a77d9c173730.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/02/05/5a77d9bfb1ffc.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2018/02/05/5a77d9f10e95c.jpg
50286,강릉 해피몽펜션,강원,강원 강릉시 성산면 보광리 881-2,37.756415399999995,128.7942679,펜션, ,8.9,만족해요,22,//image.goodchoice.kr/resize_490x348/affiliate/2019/07/10/5d25727154d36.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/07/10/5d25727154d36.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/07/10/5d2572fa0ebb0.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/07/11/5d268feccff70.jpg,//image.goodchoice.kr/resize_490x348/affiliate/2019/07/11/5d268fe9cb041.jpg
